date,open,high,low,close,volume,ret,abs_ret,rupee_vol,amihud,log_amihud,cs_spread,hl_spread,zero_ret,turnover,log_rupee_vol,entity,type,invit,post,date_str
2024-12-04,87.38,87.65,86.45,87.55,814374.0,0.006321839080459801,0.006321839080459801,71298443.7,0.08866728013110615,0.08495426938071479,0.0034801144066121804,0.013785180930499744,0,814374.0,18.082385057656822,PGINVIT,InvIT,1,0,20241204
2024-12-05,87.55,87.9,87.02,87.46,597604.0,-0.001027984009137728,0.001027984009137728,52266445.839999996,0.019668144497229277,0.01947722582673551,0.0010459924259463554,0.010061742510862217,0,597604.0,17.771865152203546,PGINVIT,InvIT,1,0,20241205
2024-12-06,87.75,87.99,87.01,87.58,790575.0,0.0013720557969358893,0.0013720557969358893,69238558.5,0.019816354162484322,0.01962256614740315,0.009308846170066273,0.011199999999999884,0,790575.0,18.053068469164753,PGINVIT,InvIT,1,0,20241206
2024-12-09,87.5,87.99,87.28,87.59,663127.0,0.00011418131993612413,0.00011418131993612413,58083293.93,0.001965820328195084,0.0019638906319572502,0.006332784836201543,0.008101785816169268,0,663127.0,17.877388640543455,PGINVIT,InvIT,1,0,20241209
2024-12-10,87.7,87.7,86.95,87.2,620157.0,-0.004452563077976923,0.004452563077976923,54077690.4,0.08233641350143392,0.07912205030758941,0.0,0.00858860578299456,0,620157.0,17.805932281686417,PGINVIT,InvIT,1,0,20241210
2024-12-11,87.49,87.69,86.93,87.48,620031.0,0.0032110091743118296,0.0032110091743118296,54240311.88,0.05919968125212464,0.05751360526789965,0.008231946813094328,0.008704615737028873,0,620031.0,17.808934951579882,PGINVIT,InvIT,1,0,20241211
2024-12-12,87.4,87.5,87.0,87.01,1004673.0,-0.005372656607224524,0.005372656607224524,87416597.73,0.0614603719057887,0.05964566929830892,0.0041452803429944535,0.0057306590257879654,0,1004673.0,18.286195727973595,PGINVIT,InvIT,1,0,20241212
2024-12-13,87.22,87.68,86.56,87.04,1104269.0,0.0003447879554074884,0.0003447879554074884,96115573.76,0.0035872225688255454,0.003580803831658967,0.002943929658838502,0.01285583103764927,0,1104269.0,18.381061918666965,PGINVIT,InvIT,1,0,20241213
2024-12-16,87.3,87.3,86.81,87.01,843354.0,-0.0003446691176470784,0.0003446691176470784,73380231.54,0.004697029573410343,0.004686032950866543,0.002844384978452952,0.005628625581528859,0,843354.0,18.111165132242114,PGINVIT,InvIT,1,0,20241216
2024-12-17,87.21,87.21,86.81,86.99,655752.0,-0.00022985863693836261,0.00022985863693836261,57043866.48,0.00402950660819867,0.004021409889678433,0.003956403752982419,0.004597172738765562,0,655752.0,17.85933111718673,PGINVIT,InvIT,1,0,20241217
2024-12-18,87.15,87.15,86.7,86.95,743576.0,-0.00045982296815716417,0.00045982296815716417,64653933.2,0.007112064887603221,0.007086893431008789,0.0025550490342401513,0.005176876617773975,0,743576.0,17.984559499691965,PGINVIT,InvIT,1,0,20241218
2024-12-19,87.2,87.2,86.5,86.78,792883.0,-0.0019551466359977177,0.0019551466359977177,68806386.74,0.028415191214525876,0.02801896799879122,0.0036680409766994774,0.008059873344847472,0,792883.0,18.046807129118342,PGINVIT,InvIT,1,0,20241219
2024-12-20,86.98,86.98,86.4,86.47,898393.0,-0.003572251670891924,0.003572251670891924,77684042.71,0.04598436881339185,0.04495842175802393,0.003037893292374582,0.006690506402122486,0,898393.0,18.168160423718792,PGINVIT,InvIT,1,0,20241220
2024-12-23,86.47,87.0,86.0,86.04,1336113.0,-0.004972822944373734,0.004972822944373734,114959162.52000001,0.043257299682472786,0.04234783752468884,0.0043369256838531696,0.011560693641618497,0,1336113.0,18.560087514739823,PGINVIT,InvIT,1,0,20241223
2024-12-24,86.0,86.48,85.2,85.48,1658911.0,-0.006508600650860119,0.006508600650860119,141803712.28,0.04589866193353594,0.044876479432717845,0.0,0.01491146318732527,0,1658911.0,18.76995435140932,PGINVIT,InvIT,1,0,20241224
2024-12-26,85.87,86.19,85.02,85.21,1338177.0,-0.003158633598502658,0.003158633598502658,114026062.16999999,0.027700979393583652,0.02732424864404164,0.0077282459960442695,0.01366742596810936,0,1338177.0,18.551937595756538,PGINVIT,InvIT,1,0,20241226
2024-12-27,85.11,85.98,84.93,85.08,1469015.0,-0.0015256425302193621,0.0015256425302193621,124983796.2,0.012206722604088754,0.01213282135263656,0.008816869711134021,0.012287168685272916,0,1469015.0,18.64369465646383,PGINVIT,InvIT,1,0,20241227
2024-12-30,85.01,85.24,84.55,84.86,1105711.0,-0.0025858015984955296,0.0025858015984955296,93830635.46,0.02755818060720538,0.02718528924720528,0.0,0.008127687142941254,0,1105711.0,18.357001964704132,PGINVIT,InvIT,1,0,20241230
2024-12-31,85.3,85.3,84.6,84.71,1125898.0,-0.0017676172519444089,0.0017676172519444089,95374819.58,0.01853337452934041,0.018363724463357527,0.006621586789213955,0.008240141259564484,0,1125898.0,18.37332515587641,PGINVIT,InvIT,1,0,20241231
2025-01-01,84.67,85.94,84.67,85.65,266269.0,0.011096682800141755,0.011096682800141755,22805939.85,0.48656985299124844,0.3964713539370435,0.00314132168421761,0.014887755700134762,0,266269.0,16.942531579732137,PGINVIT,InvIT,1,0,20250101
2025-01-02,85.5,86.3,85.5,86.22,332179.0,0.006654991243432384,0.006654991243432384,28640473.38,0.2323631720444833,0.2089336041751415,0.0,0.009313154831199036,0,332179.0,17.170331428551407,PGINVIT,InvIT,1,0,20250102
2025-01-03,86.39,86.4,85.51,85.9,445607.0,-0.003711435861748935,0.003711435861748935,38277641.300000004,0.09696093426083008,0.0925435692285719,0.008341648361627192,0.010354255133500093,0,445607.0,17.46037650561823,PGINVIT,InvIT,1,0,20250103
2025-01-06,85.9,86.0,84.91,85.05,752433.0,-0.009895227008149154,0.009895227008149154,63994426.65,0.154626387423836,0.14377681755281088,0.0,0.012755251301854818,0,752433.0,17.9743065539382,PGINVIT,InvIT,1,0,20250106
