date,open,high,low,close,volume,ret,abs_ret,rupee_vol,amihud,hl_spread,zero_ret,log_rupee_vol,entity,type,exchange,period
2025-11-24,168.49,168.5,166.8,167.3,644481.0,-0.00600083179846711,0.00600083179846711,107821671.30000001,0.05565515472089616,0.010140172979421345,0,18.495989228702385,INDIGRID,InvIT,NSE,post
2025-11-25,167.94,168.3,167.4,168.2,635974.0,0.005379557680812885,0.005379557680812885,106970826.8,0.05028995139834598,0.005361930294906199,0,18.488066708522332,INDIGRID,InvIT,NSE,post
2025-11-26,168.24,168.5,168.0,168.35,1040867.0,0.0008917954815697016,0.0008917954815697016,175229959.45,0.005089286583006749,0.0029717682020802376,0,18.981609723274428,INDIGRID,InvIT,NSE,post
2025-11-27,168.45,168.5,167.06,167.94,474175.0,-0.0024354024354024117,0.0024354024354024117,79632949.5,0.030582848565748676,0.008582667779234698,0,18.19293850360794,INDIGRID,InvIT,NSE,post
2025-11-28,168.38,168.5,168.0,168.27,479626.0,0.0019649874955340874,0.0019649874955340874,80706667.02000001,0.024347275982133442,0.0029717682020802376,0,18.206331744697646,INDIGRID,InvIT,NSE,post
2025-12-01,168.47,168.5,168.0,168.35,381041.0,0.000475426398050649,0.000475426398050649,64148252.35,0.007411369454878828,0.0029717682020802376,0,17.97670740547477,INDIGRID,InvIT,NSE,post
2025-12-02,168.47,168.81,168.0,168.49,702650.0,0.0008316008316009427,0.0008316008316009427,118389498.5,0.007024278691415715,0.004809833437249502,0,18.589490581379184,INDIGRID,InvIT,NSE,post
2025-12-03,168.49,169.8,165.78,167.75,597447.0,-0.0043919520446318305,0.0043919520446318305,100221734.25,0.04382235128436555,0.02395851957804404,0,18.422895631776385,INDIGRID,InvIT,NSE,post
2025-06-03,82.0,82.3,81.52,81.7,813738.0,,,66482394.6,,0.009522646807471629,0,18.012447727718364,PGINVIT,InvIT,NSE,pre
2025-06-04,81.9,82.25,81.61,82.18,755214.0,0.0058751529987761675,0.0058751529987761675,62063486.52,0.09466359897268897,0.0078115464420847125,0,17.943668395232457,PGINVIT,InvIT,NSE,pre
2025-06-05,82.39,83.24,82.25,83.02,1199864.0,0.010221465076660774,0.010221465076660774,99612709.28,0.10261205774385071,0.011964469152214573,0,18.416800317627082,PGINVIT,InvIT,NSE,pre
2025-06-06,83.29,85.2,83.12,84.38,1597299.0,0.01638159479643453,0.01638159479643453,134780089.62,0.12154313624973036,0.024714828897338385,0,18.719155042417576,PGINVIT,InvIT,NSE,pre
2025-06-09,84.9,87.4,84.6,87.28,1799197.0,0.03436833372837178,0.03436833372837178,157033914.16,0.21885930763563782,0.03255813953488385,0,18.871972353742933,PGINVIT,InvIT,NSE,pre
2025-06-10,87.5,87.99,86.85,86.99,1993223.0,-0.003322639780018455,0.003322639780018455,173390468.76999998,0.019162759081215067,0.013040494166094723,0,18.971056654075653,PGINVIT,InvIT,NSE,pre
2025-06-11,87.43,87.43,86.8,86.85,941902.0,-0.0016093803885504077,0.0016093803885504077,81804188.69999999,0.019673569460513553,0.0072318200080354654,0,18.219839006863427,PGINVIT,InvIT,NSE,pre
