date,open,high,low,close,volume
2025-06-03,389.7,390.2,386.33,388.98,412702.0
2025-06-04,389.04,389.95,385.0,387.92,567467.0
2025-06-05,386.9,396.43,386.0,394.88,829554.0
2025-06-06,394.95,397.0,389.05,395.98,888383.0
2025-06-09,395.85,398.0,394.15,395.92,859898.0
2025-06-10,395.33,397.95,394.26,395.58,615093.0
2025-06-11,394.92,398.0,393.1,396.94,654715.0
2025-06-12,397.0,398.85,393.59,397.09,459008.0
2025-06-13,394.14,398.85,393.51,394.92,644101.0
2025-06-16,395.9,399.0,390.55,393.88,265221.0
2025-06-17,394.96,395.89,391.0,392.01,169067.0
2025-06-18,393.7,395.9,390.25,391.65,539852.0
2025-06-19,391.0,392.85,388.82,390.66,272861.0
2025-06-20,389.1,393.5,385.0,388.43,826633.0
2025-06-23,385.3,394.9,384.0,390.89,408900.0
2025-06-24,392.25,392.67,385.0,385.24,262667.0
2025-06-25,385.95,399.0,382.42,395.93,484820.0
2025-06-26,391.41,395.0,384.61,393.7,875132.0
2025-06-27,392.03,396.59,388.11,395.02,462713.0
2025-06-30,393.96,393.96,388.0,389.5,744173.0
2025-07-01,389.2,395.45,387.31,391.48,510270.0
2025-07-02,392.6,392.9,389.0,390.92,641154.0
2025-07-03,390.88,392.9,389.06,391.49,218958.0
2025-07-04,390.12,392.9,389.45,392.03,379752.0
2025-07-07,393.3,394.8,387.3,391.6,341102.0
2025-07-08,392.8,398.9,388.1,395.16,989901.0
2025-07-09,396.48,399.0,396.48,397.74,559009.0
2025-07-10,388.9,397.0,388.05,390.89,1764912.0
2025-07-11,389.13,392.55,388.15,390.08,399618.0
2025-07-14,389.06,391.0,388.0,389.02,1245616.0
2025-07-15,388.99,391.9,388.3,390.7,447838.0
2025-07-16,390.11,392.9,390.01,392.31,495561.0
2025-07-17,392.8,392.8,389.35,390.3,1349676.0
2025-07-18,390.99,397.94,390.31,397.18,619749.0
2025-07-21,397.18,400.0,396.0,398.67,626752.0
2025-07-22,398.27,401.5,394.06,396.02,186509.0
2025-07-23,396.0,404.98,395.5,403.71,761068.0
2025-07-24,405.45,406.94,402.0,404.03,740900.0
2025-07-25,402.85,405.7,399.07,401.48,280182.0
2025-07-28,402.28,403.8,394.99,399.99,327290.0
2025-07-29,398.53,400.0,393.51,394.5,744059.0
2025-07-30,394.0,398.98,390.5,397.44,746317.0
2025-07-31,393.44,397.9,393.0,395.69,757140.0
2025-08-01,397.6,397.6,390.5,392.2,298578.0
2025-08-04,391.6,392.2,388.15,389.25,1677546.0
2025-08-05,385.0,386.5,382.55,385.43,1763026.0
2025-08-06,385.21,396.5,384.06,393.28,448200.0
2025-08-07,393.0,393.28,385.3,386.26,1107533.0
2025-08-08,385.1,386.35,381.2,381.72,652770.0
2025-08-11,382.4,387.8,381.72,386.42,222942.0
2025-08-12,386.95,386.95,383.05,384.68,227338.0
2025-08-13,385.7,386.53,383.25,384.02,408256.0
2025-08-14,382.9,387.0,382.9,385.82,698687.0
2025-08-18,388.0,388.0,384.1,385.41,975435.0
2025-08-19,385.5,386.4,381.27,384.99,637237.0
2025-08-20,384.29,388.7,383.11,388.23,512651.0
