date,open,high,low,close,volume
2024-04-01,67.89,68.0,67.03,67.9,202079.0
2024-04-02,67.9,68.41,67.75,68.11,182605.0
2024-04-03,68.23,68.85,67.07,68.5,101401.0
2024-04-04,68.9,68.9,68.0,68.7,247294.0
2024-04-05,68.7,68.95,68.05,68.27,209593.0
2024-04-08,68.28,68.75,67.52,67.87,327002.0
2024-04-09,68.58,68.75,68.03,68.31,185024.0
2024-04-10,68.55,68.6,68.1,68.15,168849.0
2024-04-12,68.66,68.66,67.71,67.99,468754.0
2024-04-15,68.38,68.38,67.52,67.7,801873.0
2024-04-16,67.88,67.92,67.3,67.53,316109.0
2024-04-18,67.54,67.98,67.17,67.24,537915.0
2024-04-19,67.83,67.83,67.25,67.49,207316.0
2024-04-22,67.0,67.79,67.0,67.47,241167.0
2024-04-23,67.78,67.95,67.23,67.26,461429.0
2024-04-24,67.58,67.72,67.31,67.5,359778.0
2024-04-25,67.4,67.9,67.4,67.52,578996.0
2024-04-26,67.72,68.05,67.47,67.58,272072.0
2024-04-29,67.93,68.01,67.5,67.69,207244.0
2024-04-30,67.9,68.54,67.6,68.46,200291.0
2024-05-02,68.8,69.0,68.26,68.67,464333.0
2024-05-03,68.8,69.45,68.5,69.14,279670.0
2024-05-06,69.8,69.81,69.05,69.23,691429.0
2024-05-07,68.0,68.2,66.6,67.07,363260.0
2024-05-08,67.07,67.07,66.51,66.67,311938.0
2024-05-09,67.0,67.0,66.5,66.78,985848.0
2024-05-10,67.2,67.2,66.1,66.7,603871.0
2024-05-13,66.7,66.99,66.25,66.4,254997.0
2024-05-14,66.6,66.9,65.95,66.34,1331023.0
2024-05-15,66.45,66.79,66.0,66.14,213244.0
2024-05-16,66.0,66.24,65.9,65.99,298964.0
2024-05-17,66.0,66.34,65.9,65.99,271050.0
2024-05-18,65.99,66.49,65.92,66.16,32027.0
2024-05-21,66.4,66.42,65.97,66.0,354478.0
2024-05-22,66.34,66.34,65.49,65.81,317717.0
2024-05-23,65.81,66.0,65.51,65.69,428577.0
2024-05-24,65.69,65.95,65.5,65.83,120104.0
2024-05-27,65.8,66.08,65.61,65.83,251001.0
2024-05-28,66.0,66.24,65.7,65.78,271836.0
2024-05-29,65.7,65.99,65.65,65.76,142264.0
2024-05-30,65.89,65.9,65.2,65.64,210537.0
2024-05-31,65.88,65.9,65.3,65.46,170363.0
2024-06-03,65.9,65.9,65.3,65.42,589073.0
2024-06-04,65.79,65.8,63.5,64.57,566749.0
2024-06-05,64.0,65.51,63.55,64.93,743062.0
2024-06-06,64.8,65.25,64.1,64.9,357087.0
2024-06-07,65.3,65.5,64.6,64.9,467475.0
2024-06-10,65.49,65.89,64.9,65.24,447829.0
2024-06-11,65.24,65.79,64.5,65.28,582977.0
2024-06-12,65.58,65.58,65.1,65.24,310787.0
2024-06-13,65.2,65.55,64.99,65.07,354047.0
2024-06-14,65.39,65.5,65.12,65.36,270341.0
2024-06-18,65.44,65.44,65.2,65.39,224496.0
2024-06-19,65.26,65.6,65.25,65.29,243588.0
2024-06-20,65.2,65.5,65.03,65.14,252343.0
2024-06-21,65.14,65.5,65.0,65.17,388735.0
2024-06-24,65.46,65.46,64.42,65.08,288128.0
2024-06-25,65.38,66.3,65.05,65.52,332012.0
2024-06-26,65.5,65.7,65.1,65.22,308878.0
2024-06-27,65.5,67.15,65.2,65.27,305399.0
2024-06-28,65.27,67.0,65.1,65.42,248731.0
2024-07-01,65.42,65.93,65.26,65.78,260035.0
2024-07-02,65.76,66.2,65.75,66.0,333722.0
2024-07-03,66.5,66.9,65.45,66.69,308686.0
2024-07-04,66.6,67.02,66.23,66.84,288135.0
2024-07-05,66.53,67.25,66.53,67.0,279854.0
2024-07-08,67.25,67.25,66.5,66.88,214058.0
2024-07-09,66.88,67.39,66.78,66.98,135251.0
2024-07-10,66.81,67.54,66.8,66.91,208139.0
2024-07-11,67.78,67.8,67.1,67.23,567280.0
2024-07-12,67.77,67.81,66.75,66.89,190893.0
2024-07-15,67.47,67.7,66.7,66.86,306192.0
2024-07-16,67.2,67.24,66.12,66.37,333293.0
2024-07-18,66.97,67.0,66.02,66.71,1926498.0
2024-07-19,67.25,67.3,66.5,66.75,229162.0
2024-07-22,66.76,67.27,66.32,66.59,1927523.0
2024-07-23,66.59,67.0,66.01,66.38,292214.0
2024-07-24,66.5,66.9,66.3,66.83,106281.0
2024-07-25,66.55,67.2,66.55,66.89,207984.0
2024-07-26,67.09,67.18,66.75,66.9,259377.0
2024-07-29,66.9,67.38,66.75,66.84,499977.0
2024-07-30,67.36,67.36,66.41,66.54,928497.0
2024-07-31,65.98,65.98,64.51,64.92,419320.0
2024-08-01,65.3,65.3,64.53,64.83,383755.0
2024-08-02,64.97,64.97,64.55,64.67,196025.0
2024-08-05,64.6,65.05,64.0,64.17,352799.0
2024-08-06,64.98,64.99,64.01,64.33,129170.0
2024-08-07,64.3,64.85,63.94,64.36,199422.0
2024-08-08,64.15,64.79,64.15,64.37,127326.0
2024-08-09,64.21,64.69,64.21,64.27,225943.0
2024-08-12,64.69,64.88,63.92,64.08,397768.0
2024-08-13,64.01,64.49,63.85,63.92,299428.0
2024-08-14,63.9,64.39,63.81,63.89,257949.0
2024-08-16,64.28,64.28,63.59,63.6,258883.0
2024-08-19,64.15,64.2,62.9,63.35,429610.0
2024-08-20,63.34,63.75,63.05,63.48,220816.0
2024-08-21,63.6,63.6,63.3,63.47,174901.0
2024-08-22,63.5,63.59,62.82,62.99,751505.0
2024-08-23,63.01,63.45,62.85,63.1,309056.0
